anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Moni Netimóveis,80,80,2022-06-23,Asa Sul,2,Brasília,2965112597,17097,,,SQS 416 Bloco I,,40,2,,/propriedades/apartamento-a-venda-na-asa-sul-2965112597.html,650,690.000,
Elaine - 1ML | 1 Million Listings - Imóveis ⋄ Interiores ⋄ SMART Home,150,200,2022-06-30,Asa Sul,5,Brasília,2965576207,,,,SQS 311 Asa Sul Quadra 4 Quartos 3 Suítes Vazado Apto,1,25,4,3,/propriedades/quadra-sqs-311-asa-sul-4-quartos-3-suites-vazado-vista-2965576207.html,1300,1.799.000,
THAIS IMOBILIÁRIA VENDAS,120,193,2022-07-01,Asa Sul,2,Brasília,2964843813,,,,Quadra SQS 211 Bloco J 0,1,,3,1,/propriedades/sqs-211-bloco-j-asa-sul-apartamento-reformado-e-2964843813.html,1200,1.840.000,
Jairo Nascimento CRECI DF 22873,82,82,2022-06-06,Asa Sul,2,Brasília,2964041777,22873,,,SQS 415 SQS,,10,3,1,/propriedades/sqs-415-3-andar-82-m-sup2--3-quartos-2964041777.html,,760.000,
Jairo Nascimento CRECI DF 22873,44,57,2022-04-18,Asa Sul,1,Brasília,2961883660,22873,,,The union  2 andar,1,7,1,1,/propriedades/asa-sul-the-union-apto-de-1-quarto-reformado-1-2961883660.html,,440.000,
MESTRA IMOBILIÁRIA,64,64,2022-06-29,Asa Sul,1,Brasília,2964307787,25365,,,QUADRA SQS 415,,,2,,/propriedades/apartamento-2-quartos-vazado-64-m-sup2--sqs-415-asa-2964307787.html,,590.000,
Elenio - 1ML | 1 Million Listings - Imóveis ⋄ Interiores ⋄ SMART Home,189,189,2022-06-30,Asa Sul,4,Brasília,2965526975,,,,SQS 302 Asa Sul Quadra 4 Quartos Reforma Vazado Apto,1,29,4,1,/propriedades/apto-sqs-302-asa-sul-4-quartos-reforma-vazado-nascente-2965526975.html,1130,2.490.000,
Elaine - 1ML | 1 Million Listings - Imóveis ⋄ Interiores ⋄ SMART Home,100,130,2022-06-30,Asa Sul,3,Brasília,2965578079,,,,SQS 210 Asa Sul SHCS Brasília DF Quadra 3 Quartos 1 Suíte Vazado Apto,1,29,3,1,/propriedades/quadra-sqs-210-asa-sul-3-quartos-1-suite-vazado-2965578079.html,1,1.250.000,
MESTRA IMOBILIÁRIA,100,100,2022-06-21,Asa Sul,1,Brasília,2964365286,25365,,,QUADRA SQS 106 BLOCO A,,26,3,,/propriedades/excelente-apartamento-2-quartos-sqs-106-asa-sul!-2964365286.html,,970.000,
Mari | 1 Million Listings - Imóveis ⋄ Interiores ⋄ SMART Home,150,172,2022-06-30,Asa Sul,3,Brasília,2958084685,,,,SQS 109,2,5,3,1,/propriedades/sqs-109-2958084685.html,1132,1.550.000,
SMART IMOB ,82,82,2022-07-02,Asa Sul,2,Brasília,2964960439,24786,,,Quadra SQS 415 3,,32,3,1,/propriedades/sqs-415-asa-sul-03-quartos-reformado-2964960439.html,420,760.000,
KOJIMA IMOVEIS,105,105,2022-07-02,Asa Sul,3,Brasília,2964603046,17954,,,Quadra SQS 307 Bloco E,1,30,3,1,/propriedades/sqs-307-3-quartos-com-vista-livre.-2964603046.html,1100,1.170.000,
MESTRA IMOBILIÁRIA,110,110,2022-06-09,Asa Sul,3,Brasília,2964308230,25365,,,QUADRA SQS 303,1,28,3,,/propriedades/vendo-lindo-apartamento-110-m-sup2--3-quartos-na-2964308230.html,,1.330.000,
Elenio - 1ML | 1 Million Listings - Imóveis ⋄ Interiores ⋄ SMART Home,136,148,2022-06-30,Asa Sul,3,Brasília,2965526952,,,,SQS 109 3 Quartos Suíte Nascente Reformado,1,30,3,1,/propriedades/sqs-109-style-.mt-8-border:-8px-solid-2965526952.html,900,1.549.000,
Priscilla Barreto Imóveis - Rede Prime,53,53,2022-07-01,Asa Sul,1,Brasília,2964211087,20677,,,QUADRA SQS 415,,32,2,,/propriedades/asa-sul-apartamento-2-quartos-2964211087.html,420,550.000,
MALBECK (Luciana) ,80,80,2022-05-13,Asa Sul,2,Brasília,2961637607,25254,,,SQS 406,,10,2,1,/propriedades/sqs-406-2-quartos-mais-dce-elevador-vazado-2961637607.html,,820.000,
Moni Netimóveis,104,209,2022-06-29,Asa Sul,2,Brasília,2965057503,17097,,,SQS 304 Bloco H,,,3,1,/propriedades/apartamento-a-venda-na-asa-sul-2965057503.html,935,1.180.000,
1ML | 1 Million Listings - Imóveis ⋄ Interiores ⋄ SMART Home	,105,105,2022-07-01,Asa Sul,3,Brasília,2965857628,,,,SQS 307 Vazado Nascente Reformado Quadra Apto,1,25,3,1,/propriedades/apto-sqs-307-asa-sul-3-quartos-1-suite-1-vaga-vazado-2965857628.html,1,1.230.000,
Meu Imóvel,143,143,2022-07-01,Asa Sul,2,Brasília,2966698335,25698,,,QUADRA SQS 202 BLOCO H,1,11,3,1,/propriedades/sqs-202-asa-sul-3-quartos-1-suite-1-vaga-143-m-sup2-2966698335.html,1200,1.699.999,
Elenio - 1ML | 1 Million Listings - Imóveis ⋄ Interiores ⋄ SMART Home,77,77,2022-06-30,Asa Sul,2,Brasília,2963800134,,,,"SQS 416 Asa Sul, SHCS, Brasília DF",,35,3,,/propriedades/sqs-416-asa-sul-3-quartos-asa-sul-reformado-armarios-2963800134.html,470,740.000,
Ferola Sede Asa Sul 3,26,26,2022-06-21,Asa Sul,1,Brasília,2960854137,CJ 11476,,,Via W4 Sul 913,1,13,1,,/propriedades/seps-913-excelente-kit-mobiliada-98311-8160-2960854137.html,297,305.000,
4IMOB - Assessoria imobiliária,34,34,2022-07-02,Asa Sul,,Brasília,2954106082,25942,,,"Q. 6 - Asa Sul, Excelentelocalização",,1,1,1,/propriedades/brasil-21-flat-mobiliado-com-vista-exuberante-na-2954106082.html,1100,299.000,
Jairo Nascimento CRECI DF 22873,92,92,2022-06-06,Asa Sul,2,Brasília,2962087616,22873,,,sqs 402 sul,,29,3,,/propriedades/sqs-402-apartamento-com-92-m-sup2--3-quartos-2962087616.html,459,780.000,
Elenio - 1ML | 1 Million Listings - Imóveis ⋄ Interiores ⋄ SMART Home,53,53,2022-06-30,Asa Sul,1,Brasília,2965760187,,,,"SQS 415 Asa Sul, SHCS, Brasília DF Quadra 2 Quartos Vazado Apto",,29,2,,/propriedades/quadra-sqs-415-asa-sul-2-quartos-vazado-comodos-apto-2965760187.html,515,549.000,
Moni Netimóveis,125,125,2022-06-23,Asa Sul,4,Brasília,2965006862,17097,,,SQS 206 - Asa Sul,1,,3,1,/propriedades/sqs-206-asa-sul-2965006862.html,1274,1.340.000,
Jairo Nascimento CRECI DF 22873,48,55,2022-06-06,Asa Sul,1,Brasília,2957904534,22873,,,CRS 513 Bloco C,,19,2,,/propriedades/crs-513-apartamento-2-quartos-oportunidade-ac-2957904534.html,290,270.000,
 TAU CONSTRUTORA & IMOBILIÁRIA ,50,57,2022-06-12,Asa Sul,1,Brasília,2966207450,25000,,,"Qd Sqs 413,",,,2,,/propriedades/vendo-apartamento-jk-de-2-quartos-na-sqs-413-asa-sul-2966207450.html,350,440.000,
KOJIMA IMOVEIS,49,49,2022-07-02,Asa Sul,1,Brasília,2966323265,17954,,,SCES Trecho 4,1,5,1,1,/propriedades/1-quarto-49-m-sup2--brisas-do-lago-lago-sul-2966323265.html,700,708.000,
Priscilla Barreto Imóveis - Rede Prime,49,49,2022-05-31,Asa Sul,,Brasília,2964922540,20677,,,QUADRA SQS 412 BLOCO Q,,13,2,,/propriedades/sqs-412-2-quartos-a-venda-2964922540.html,470,439.000,
MALBECK (Felipe),78,78,2022-06-22,Asa Sul,2,Brasília,2966482717,,,,SQS 416,,20,3,1,/propriedades/sqs-416-3-quartos-78-m-sup2--vista-livre-andar-2966482717.html,,735.000,
Adriano Alencar ,125,125,2022-04-20,Asa Sul,4,Brasília,2960847988,Creci 25937/DF,,,Asa Sul,1,25,3,1,/propriedades/apartamento-na-sqs-206-125-m-sup2--3-quartos-1-2960847988.html,1250,1.330.000,
Elenio - 1ML | 1 Million Listings - Imóveis ⋄ Interiores ⋄ SMART Home,124,127,2022-06-30,Asa Sul,3,Brasília,2965760346,,,,Quadra SQS 214 Asa Sul SHCS Brasília DF 3 Quartos Suíte Vazado Armários Apto,,19,3,1,/propriedades/apto-sqs-214-asa-sul-3-quartos-suite-vazado-armarios-2965760346.html,700,1.095.000,
KOJIMA IMOVEIS,48,48,2022-07-02,Asa Sul,1,Brasília,2966323266,17954,,,SCES Trecho 4,1,5,1,1,/propriedades/brisas-do-lago-apartamento-48-m-sup2--1-quarto-1-2966323266.html,700,663.000,
Lucas - 1ML | 1 Million Listings - Imóveis ⋄ Interiores ⋄ SMART Home,45,45,2022-06-30,Asa Sul,1,Brasília,2961615587,,,,CRS 504,,20,1,,/propriedades/crs-504-style-.mt-8-border:-8px-solid-2961615587.html,575,230.000,
Artiaga Escritorio Imobiliario,28,61,2022-07-01,Asa Sul,1,Brasília,2939638533,8192,,,Quadra SEPS 713/913 110,1,,1,,/propriedades/kitnet-a-venda-28-m-sup2--por-r$314.980-asa-sul-2939638533.html,285,314.980,
CBL IMÓVEIS,150,150,2022-06-23,Asa Sul,3,Brasília,2957311481,CJ 10075,,,SQS 202 BLOCO H,1,,3,1,/propriedades/sqs-202-maravilhoso-apartamento-com-bom-gosto-e-2957311481.html,1200,1.700.000,
QUEIROZ INVEST,61,61,2022-07-01,Asa Sul,2,Brasília,2966461418,19811-CJ,,,Quadra SQS 416 Bloco J 0,,,2,,/propriedades/edificio-windsor-sqs-416-bloco-j-asa-sul-2966461418.html,,710.000,
LIBERTY IMOVEIS,55,55,2022-06-14,Asa Sul,2,Brasília,2965996873,CJ 24105,,,QD Sqs 409 Bloco S,,,2,1,/propriedades/apartamento-na-sqs-409-vazado-reformado-e-com-vista-2965996873.html,400,630.000,
Zoser & Braga,82,120,2022-05-10,Asa Sul,2,Brasília,2959548099,16842,,,2º ANDAR VAZADO EXCELENTE OPÇÃO,,40,3,,/propriedades/vendo-excelente-apartamento-de-3-quartos-2959548099.html,360,715.000,
7 Imob - Inteligência Imobiliária,35,35,2022-06-27,Asa Sul,1,Brasília,2964041843,25530,,,CRS 516 Bloco C,,20,2,,/propriedades/asa-sul-scrs-516-02-quartos-com-armarios-2964041843.html,230,249.000,
LEONAM FURTADO E CORRETORES,104,104,2022-06-25,Asa Sul,2,Brasília,2966166373,9419,,,QUADRA SQS 210 BLOCO G,1,,3,,/propriedades/sqs-210-bloco-g-104-m-sup2--3-quartos-vazado-2966166373.html,900,1.180.000,
IMOBILIÁRIA NOBLE,64,64,2022-03-08,Asa Sul,1,Brasília,2963207791,23545 J,,,SQS 415 BLOCO J 3º ANDAR,,20,2,,/propriedades/sqs-415-2-quartos-porcelanato-armarios-reformado-2963207791.html,550,590.000,
ADRIANA SPOSINA,41,41,2022-05-23,Asa Sul,1,Brasília,2965234068,19707,,,SCES TRECHO 04 ASA SUL,1,9,1,,/propriedades/lake-view-resort-mobiliado-2965234068.html,1,560.000,
Ramos & Ramos Imoveis,74,74,2022-05-27,Asa Sul,2,Brasília,2964129359,26603,,,SQS 409,,20,2,1,/propriedades/reformadissimo!-lindo-apartamento!-primeiro-andar.-2964129359.html,400,695.000,
Lena Brito,87,87,2022-06-29,Asa Sul,2,Brasília,2965026972,10945,,,SQS 409 BLOCO J 3,,20,3,,/propriedades/sqs-409-bloco-j-3-quartos-e-dce-2965026972.html,500,680.000,
ADRIANA SPOSINA,41,41,2022-06-28,Asa Sul,1,Brasília,2962846126,19707,,,SCES TRECHO 04 ASA SUL,1,10,1,1,/propriedades/lake-view-mobiliado-2962846126.html,1,570.000,
Nogueira Imóveis  ,105,112,2022-07-01,Asa Sul,3,Brasília,2964944203,18449,,,SQS 112  LOCALIZAÇÃO PRIVILEGIADA ,,1,3,1,/propriedades/apartamento-asa-sul-sqs-112-original-vazado-2964944203.html,,1.290.000,
BISPO IMÓVEIS,130,130,2022-07-02,Asa Sul,,Brasília,2933802809,4151,,,QUADRA SQS 206,1,62,3,,/propriedades/sqs-206-vazado-original-2933802809.html,,1.190.000,
LIBERTY IMOVEIS,40,75,2022-05-26,Asa Sul,1,Brasília,2965424376,CJ 24105,,,TRECHO Sces Trecho 1,1,9,1,1,/propriedades/apartamento-no-brisas-do-lago-com-vista-para-o-lago-2965424376.html,950,660.000,
PaulOOctavio Revenda,60,60,2022-06-30,Asa Sul,1,Brasília,2956528670,1700,,,SHS QUADRA 06,,15,1,,/propriedades/shs-brasil-21-otimo-flat-andar-alto-mobilia-2956528670.html,,510.000,
Fernandes e Coelho Imóveis,91,91,2022-05-17,Asa Sul,2,Brasília,2962529540,13374,,,QUADRA SQS 416 BLOCO Q,,,3,,/propriedades/sqs-416-03-quartos-vazado-2962529540.html,692,780.000,
DOMINUS INTELIGÊNCIA IMOBILIÁRIA,25,25,2022-07-02,Asa Sul,1,Brasília,2951545399,9116,,,Quadra SHS Quadra 4 60,,,1,,/propriedades/apart-hotel-negocia!-2951545399.html,,300.000,
contato,26,50,2022-06-20,Asa Sul,1,Brasília,2964717031,,,,SGAS 910,,20,1,,/propriedades/novo-edital:-tjdft-leilao-de-duas-kitnetes-com-20-de-2964717031.html,,168.000,
Imobiliária RDL,46,46,2021-12-11,Asa Sul,1,Brasília,2938926097,20807,,,SHS QUADRA 06 ,,15,,1,/propriedades/flat-brasil-21-no-pool-vista-livre-46-m-sup2--um-2938926097.html,0,380.000,
Nogueira Imóveis  ,107,110,2022-07-01,Asa Sul,3,Brasília,2964377957,18449,,,SQS 210 LOCALIZAÇÃO PRIVILEGIADA ,1,1,3,1,/propriedades/apartamento-asa-sul-sqs-210-reformado-vazado-2964377957.html,,1.195.000,
Nogueira Imóveis  ,148,160,2022-07-01,Asa Sul,3,Brasília,2966437286,18449,,,SQS 113  LOCALIZAÇÃO PRIVILEGIADA ,1,1,3,1,/propriedades/apartamento-asa-sul-sqs-113-belissimo-vazado-2966437286.html,,1.460.000,
F & M IMOBILIÁRIA,170,170,2022-05-23,Asa Sul,4,Brasília,2965540227,5063,,,SQS 315 BLOCO J 6º ANDAR,1,10,4,1,/propriedades/sqs-315-6-andar-170-m-sup2--vazado-vista-livre!-2965540227.html,,2.150.000,
KR STATE ,120,120,2022-06-30,Asa Sul,3,Brasília,2966697026,cj12180-DF,,,SQS 213,1,1,3,1,/propriedades/sqs-213-excelente-apto-98340-8000-2966697026.html,,1.290.000,
BLOCO H IMÓVEIS,51,51,2022-03-17,Asa Sul,1,Brasília,2938075322,22512,,,SHS Quadra 06 Bloco E,,12,1,1,/propriedades/shs-mellia-brasil-21-flat-reformado-2938075322.html,1900,550.000,
Elisabeth Rodrigues- Gestora em Negócios Imobiliários ,80,80,2022-05-31,Asa Sul,2,Brasília,2962419658,9884,,,Sqs 406 bloco D 304,,40,3,,/propriedades/apartamento-3-quartos-na-406-sul-2962419658.html,380,685.000,
UNIQUE IMOB NETIMÓVEIS,102,102,2022-04-05,Asa Sul,3,Brasília,2964044531,14.999,,,SQS 315 SQS 315,1,30,3,1,/propriedades/sqs-315-meio-de-quadra-nascente-andar-alto-2964044531.html,1009,1.290.000,
UNIQUE IMOB NETIMÓVEIS,167,167,2022-06-28,Asa Sul,3,Brasília,2966659902,14.999,,,SQS 212,1,32,3,1,/propriedades/sqs-212-meio-de-quadra-nascente-vista-livre-2966659902.html,,1.850.000,
MatiaS Imóveis - Sua garantia imobiliária,160,190,2022-02-08,Asa Sul,3,Brasília,2935984118,20101PJ,,,SQS 215 BLOCO A ASA SUL,1,30,3,1,/propriedades/sqs-103-2935984118.html,800,1.650.000,
karla Terroso,80,80,2022-05-13,Asa Sul,2,Brasília,2964766215,CJ19421,,,SQS 215 Bloco J,,,2,,/propriedades/apartamento-a-venda-2-quartos-sqs-215-asa-sul-2964766215.html,,790.000,
Nogueira Imóveis  ,128,130,2022-07-01,Asa Sul,3,Brasília,2966502729,18449,,,SQS 212 LOCALIZAÇÃO PRIVILEGIADA ,1,1,3,1,/propriedades/apartamento-asa-sul-sqs-212-reformado-vazado-2966502729.html,,1.650.000,
Guerri Investimentos Imobiliarios,114,187,2022-06-06,Asa Sul,3,Brasília,2965824139,,,,SQS 214  BLOCO A,1,1,3,1,/propriedades/exclusividade-guerri:-2965824139.html,900,1.390.000,
MAGDA CORRETORA DE IMÓVEIS,223,223,2022-04-27,Asa Sul,5,Brasília,2963181426,15787,,,sqs 112  00,4,8,3,3,/propriedades/apartamento-de-alto-padrao-asa-sul-2963181426.html,1350,3.200.000,
Assunção Imóveis,110,110,2022-04-21,Asa Sul,3,Brasília,2964444126,2125,,,sqs 103 asa sul,1,10,3,1,/propriedades/asa-sul-3-quartos-nascente-2964444126.html,,1.380.000,
Massuh Imóveis,58,58,2022-07-02,Asa Sul,2,Brasília,2962367477,24825,,,QUADRA CLS 209,,13,2,,/propriedades/cls-209-reformado-mobiliado-vista-livre-2962367477.html,400,820.000,
Arcos Imóveis,78,78,2022-06-22,Asa Sul,,Brasília,2962671886,27394,,,QUADRA SQS 416,,,3,,/propriedades/otimo-apartamento-de-3-quartos-3-andar-nascente-2962671886.html,540,600.000,
Massuh Imóveis,77,77,2022-07-02,Asa Sul,2,Brasília,2958052104,24825,,,"SQS 410 Sqs 402 Sqn 210  Sqn 305 Sqs 405 Qrsw 3 Temos também:  ÁGUAS CLARAS, ASA SUL, ASA NORTE, GUA",,13,2,,/propriedades/sqs-410-vazado-primeiro-andar-reformado-77-2958052104.html,330,535.000,
JCMAX Empreendimentos Imobiliários,60,60,2022-06-27,Asa Sul,1,Brasília,2966371970,27.779 ,,,SQS 410 Bloco J 3,,6,2,,/propriedades/sqs-410-2966371970.html,380,610.000,
Massuh Imóveis,69,69,2022-07-02,Asa Sul,2,Brasília,2966313351,24825,,,QUADRA SQS 310,,,2,,/propriedades/sqs-310-2-quartos-sexto-andar-desocupado-2966313351.html,635,695.000,
Massuh Imóveis,60,60,2022-07-02,Asa Sul,1,Brasília,2966226131,24825,,,SQS 410,,13,2,,/propriedades/sqs-410-vazado-reformado-vista-livre-armarios-2966226131.html,380,610.000,
MARCUS ARRAIS CORRETOR DE IMOVEIS,62,70,2022-06-01,Asa Sul,1,Brasília,2965541459,10.245,,,SQS 409 2,,35,2,,/propriedades/sqs-409-otimo-apto-reformado-02-qtos-vazado-2965541459.html,320,570.000,
Macêdo corretor de Imóveis,27,72,2022-07-02,Asa Sul,1,Brasília,2959116582,11670-df,,,Quadra SEPS 713/913,2,7,1,1,/propriedades/golden-place-713-913-sul-kit-reformada-e-mobiliada-2-2959116582.html,295,355.000,
CBL IMÓVEIS,50,56,2022-06-21,Asa Sul,,Brasília,2965100637,CJ 10075,,,QUADRA SQS 412,,,2,,/propriedades/apartamento-asa-sul-2965100637.html,,439.000,
Alessandra,155,155,2022-06-29,Asa Sul,2,Brasília,2966691297,15543-DF,,,SQS 104 ,,32,4,1,/propriedades/sqs-104-apto-de-4-quartos-6-andar-2966691297.html,800,2.100.000,
Sonia Imóveis,156,156,2022-05-14,Asa Sul,3,Brasília,2965284559,CRECI J 9182,,,SQS 104 BLOCO G,,45,4,1,/propriedades/sqs-104-bloco-g-original-155-6-m-sup2--4-quartos-2965284559.html,1870,1.690.000,
BSB Netimóveis,42,42,2022-05-18,Asa Sul,1,Brasília,2959031923,5542j,,,BRASIL 21 - BLOCO F - VISTA PARQUE DA CIDADE,,,1,1,/propriedades/brasil-21-bloco-f-vista-parque-da-cidade-2959031923.html,1781,305.000,
MAGDA CORRETORA DE IMÓVEIS,213,360,2022-03-31,Asa Sul,6,Brasília,2933565760,15787,,,SQS 312 BLOCO I  LESSENCE,4,2,4,4,/propriedades/lessence-04-suites-213-m-sup2--04-vagas-soltas-2933565760.html,,3.900.000,
denis,171,262,2022-05-17,Asa Sul,4,Brasília,2959568887,,,,Asa Sul SQS 309,2,20,5,1,/propriedades/sqs-309-5-quartos-6-andar-2-vagas-2959568887.html,,1.790.000,
Eudes Nunes,209,330,2022-03-16,Asa Sul,4,Brasília,2958845093,10998,,,SQS 313  6° Andar,2,40,4,1,/propriedades/sqs-313-reformado-com-muito-espaco-e-excelente-2958845093.html,1745,3.000.000,
LAMARTINE IMÓVEIS,95,95,2022-06-23,Asa Sul,2,Brasília,2966522192,9451,,,SQS 108,,1,2,,/propriedades/2-quartos-vista-livre-6-andar-vazado-ac-2966522192.html,,889.000,
Nogueira Imóveis  ,136,136,2022-07-01,Asa Sul,3,Brasília,2964704146,18449,,,SQS 109 LOCALIZAÇÃO PRIVILEGIADA ,1,1,3,1,/propriedades/apartamento-asa-sul-sqs-109-reformado-c-vista-2964704146.html,,1.550.000,
BRASILIA IMOVEIS,78,78,2022-05-17,Asa Sul,2,Brasília,2948199079,13413,,,SQS 404 BLOCO K - ASA SUL,,,3,,/propriedades/asa-sul-sqs-404-bloco-k-03-quartos-excelente-2948199079.html,499,835.000,
MARCA IMOBILIÁRIA ,52,52,2022-06-22,Asa Sul,1,Brasília,2947969922,6257,,,SHS 04 MELIA BRASIL 21! Bloco D,,,1,1,/propriedades/apart-hotel-melia-brasil-21-bloco-d!-quarto-sala-2947969922.html,,480.000,
RAGHED NASER ,43,43,2022-06-09,Asa Sul,1,Brasília,2957935457,18485,,,"SHS 06, Melia Brasil 21 SHS 06, Melia Brasil 21",,10,1,1,/propriedades/excelente-oportunidade-com-excelente-rentabilidade-e-2957935457.html,,340.000,
GN IMÓVEIS,32,32,2022-05-18,Asa Sul,1,Brasília,2963917301,,,,SHS Quadra 6,,,1,1,/propriedades/andar-alto-aceita-fgts-e-financiamento-brasil-xxi-2963917301.html,,350.000,
Mafra Assessoria Imobiliária,131,131,2022-05-12,Asa Sul,2,Brasília,2958697034,21567,,,SQS 108 1º andar,,40,3,1,/propriedades/apartamento-3-quartos-sqs-108-asa-sul-df-2958697034.html,,1.150.000,
FERNANDO VASCONCELOS,105,105,2022-06-12,Asa Sul,3,Brasília,2966209950,9615,,,SQS 307,1,46,3,1,/propriedades/asa-sul-sqs-307-parte-do-valor-em-imovel-2966209950.html,950,1.262.000,
FL Sales Specialists,199,199,2022-06-23,Asa Sul,4,Brasília,2965514404,,,,sqs 203  6º andar,1,1,3,3,/propriedades/o-3-suites-que-voce-esta-procurando-2965514404.html,,3.100.000,
BRASILIS NETIMÓVEIS,42,42,2022-07-01,Asa Sul,1,Brasília,2965268010,23.649 PJ,,,Apto de 1 Quarto Vista Livre - Asa Sul,,20,1,,/propriedades/apto-de-1-quarto-vista-livre-asa-sul-2965268010.html,554,409.999,
AMARAL IMÓVEIS,45,45,2022-07-02,Asa Sul,1,Brasília,2959123190,CJ 9764,,,Trecho SCES Trecho 4 1,,,1,1,/propriedades/shces-trecho-04-brisas-do-lago-um-resort-a-sua-2959123190.html,1100,690.000,
Leonardo Miranda,143,143,2022-06-28,Asa Sul,3,Brasília,2964354364,27207,,,SQS 115 1,1,30,3,1,/propriedades/sqs-115-andar-alto-conservadissimo-2964354364.html,1165,1.850.000,
Conexão Brasília Imóveis,100,100,2022-07-02,Asa Sul,3,Brasília,2963768513,24791 J,,,Quadra SQS 210,1,,3,1,/propriedades/nascente-vista-livre-andar-alto-suite-dce-2963768513.html,,1.250.000,
Nogueira Imóveis  ,112,120,2022-07-01,Asa Sul,3,Brasília,2966461198,18449,,,SQS 102  LOCALIZAÇÃO PRIVILEGIADA ,1,1,3,1,/propriedades/apartamento-asa-sul-sqs-102-vazado-andar-alto-2966461198.html,,1.230.000,
PILOTIS IMOBILIÁRIA,235,264,2022-07-01,Asa Sul,4,Brasília,2965459345,22309JDF,,,Sqs 106 ,,,4,,/propriedades/sqs-106-asa-sul-2965459345.html,,1.850.000,
JACQUELINE DIAS CORRETORA DE IMÓVEIS,131,131,2022-06-09,Asa Sul,3,Brasília,2963496934,14212,,,SQS 105 2,1,1,3,1,/propriedades/sqs-105-apartamento-131-m-sup2--vazado-3-quartos-2963496934.html,,1.490.000,
Ariete Ribas,75,75,2022-06-18,Asa Sul,2,Brasília,2966319374,25093,,,SQS 312,,,2,,/propriedades/asa-sul-sqs-312-2-quartos-canto-vista-livre-2966319374.html,,945.000,
ABADIA BAIAO IMOVEIS,140,140,2022-06-28,Asa Sul,3,Brasília,2959464571,9996,,,SQS 305,,25,,1,/propriedades/sqs-305-asa-sul-quatro-quartos-suite-vazado-2959464571.html,0,1.400.000,
Nogueira Imóveis  ,163,163,2022-07-01,Asa Sul,3,Brasília,2963959543,18449,,,SQS 107 LOCALIZAÇÃO PRIVILEGIADA ,,1,3,1,/propriedades/apartamento-asa-sul-sqs-107-vazado-andar-alto-2963959543.html,,1.320.000,
PaulOOctavio Revenda,148,148,2022-06-20,Asa Sul,5,Brasília,2964144645,1700,,,SQS 311,1,30,3,3,/propriedades/sqs-311-vazado-vista-livre-03-suites-01-vaga-2964144645.html,,1.745.000,
CURADORIA.,33,33,2022-06-27,Asa Sul,1,Brasília,2963111559,24482,,,SQS 410,,40,1,,/propriedades/sqs-410-asa-sul-1-quarto-excelente-localizacao-2963111559.html,,330.000,
MARCUS ARRAIS CORRETOR DE IMOVEIS,78,78,2022-06-01,Asa Sul,2,Brasília,2965855487,10.245,,,sqs 407,,40,3,,/propriedades/sqs-407-asa-sul-oportunidade-p-reformar-03-qtos-2965855487.html,,670.000,
Paulo Bites,55,73,2022-06-27,Asa Sul,2,Brasília,2963959336,,,,Sqs 410 Bloco H,,40,2,1,/propriedades/sqs-410-magnifico-apartamento-de-canto-em-uma-das-2963959336.html,,695.000,
 Êxito Premium Imobiliária ,149,149,2022-07-02,Asa Sul,3,Brasília,2959099823,25140,,,Quadra SQS 211 0,1,,3,1,/propriedades/apartamento-com-3-dormitorios-a-venda-148-m-sup2--por-2959099823.html,1200,1.580.000,
QUEIROZ INVEST,163,163,2022-07-01,Asa Sul,4,Brasília,111525276,19811-CJ,,,Quadra SQS 207 Bloco D 0,1,,3,2,/propriedades/sqs-207-bloco-d-asa-sul-brasilia-df-111525276.html,1410,2.100.000,
Rodolfo Imóveis,67,91,2022-05-13,Asa Sul,2,Brasília,2965182540,3699,,,SQS 116 BLOCO J ,,22,2,,/propriedades/apto-original-na-sqs-116-2965182540.html,,710.000,
FEDERAL ADMINISTRADORA DE PROPRIEDADES,104,104,2022-07-01,Asa Sul,2,Brasília,2966692649,22838,,,QUADRA SQS 210,1,,3,,/propriedades/apartamento-asa-sul-2966692649.html,1102,1.180.000,
Conexão Brasília Imóveis,64,64,2022-07-02,Asa Sul,1,Brasília,2963228562,24791 J,,,Quadra SQS 415,,,2,,/propriedades/2-quartos-reformado-porcelanato-pilotis-portaria-2963228562.html,550,590.000,
RE/MAX Cerrado,50,50,2022-07-02,Asa Sul,1,Brasília,2966632461,25724 PJ,,,Quadra SQS 411 Bloco P 309,,52,2,,/propriedades/apartamento-na-sqs-411-com-2-dormitorios-a-venda-50-2966632461.html,340,400.000,
CBL IMÓVEIS,110,110,2022-06-23,Asa Sul,3,Brasília,2957127479,CJ 10075,,,QUADRA SQS 311,1,,3,1,/propriedades/sqs-311-vazado-visita-livre-2957127479.html,950,1.700.000,
IMOBILIARIA ZOOM,127,127,2022-06-11,Asa Sul,3,Brasília,2966179622,20940pj,,,SHIGS 714 BLOCO D,,,3,1,/propriedades/shigs-714-bloco-d-primeiro-andar-vazado-otimo-2966179622.html,594,835.000,
LUCIANA RIBEIRO ,112,112,2022-04-27,Asa Sul,2,Brasília,2959999142,,,,SQS 102,1,8,3,1,/propriedades/maravilhosa-oportunidade-na-sqs-102!-3-2959999142.html,,1.300.000,
